keroro/260.wav|일동 차렷! 네 오시기로 하셨는데|keroro
keroro/68.wav|케로볼은 지금 우주도령이 갖고 있는데 만약에 이게 들통이라도 난다면|keroro
keroro/307.wav|권력을 저한테 넘겨주는 겁니다 그렇습니다 이 집안에 있는 모든 권력을 저한테 넘겨주는 겁니다|keroro
keroro/300.wav|이런 식으로 준비한 다음에 손잡이가 돌아가지 않을 때까지 돌리는 겁니다.|keroro
keroro/77.wav|이거 어떻게 된거지? 케로? 고장났나? 아앙|keroro
keroro/6.wav|환경에 대한 이야기입니다! 케로로! 침략도 에너지를 절약하며! 편과 케로로! 시골을 향해 돌격! 이상 두 편이 계속해서 쭉 이어집니다!|keroro
keroro/74.wav|자 그럼 이제 고쳐볼까? 간단 수리 기능 단추가 그러니까 어디 보자|keroro
keroro/159.wav|케로! 아, 아... 바, 방법은 나중에 다시 생각하고!|keroro
keroro/302.wav|역시 쿠루루야 이거 정말 멋진 창문인데|keroro
keroro/289.wav|그래 정말 좋은 얘기였어 우리의 임무는 퍼렁별 침략이다. 이 임무를 완수하기 위해 우리와 같이 가주길 바란다|keroro
keroro/462.wav|있기야 있죠. 하지만, 사모님 쭉쭉 빵빵한 어른이 되려면 좀 참을 줄도 알아야 한다고요.|keroro
keroro/49.wav|도로로 넌 퍼렁별의 평화를 지킨다고 했었지? 도로로!|keroro
keroro/219.wav|어제 요리 프로에서 했던 돼지고기 야채 볶음을 만드는 법을 적은 쪽지입니다.|keroro
keroro/234.wav|이거 간만에 의욕이 마구 샘솟는데? 그래. 오늘 난 평소하고 좀 다르다.|keroro
keroro/7.wav|당연하지! 그치만 모두 다 같이 가는 게 기로로 너도 즐겁고 좋잖아|keroro
keroro/186.wav|드디어 절호의 기회가 찾아왔다!|keroro
keroro/102.wav|여기는 불 속에 뛰어드는 불나방이다!|keroro
keroro/145.wav|아무리 대충 한다고 해도 나중에 다림질할 때를 대비해서 주름 같은 건 쫙 펴서 으악!|keroro
keroro/432.wav|우리의 이번 작전을 보고 어디 한번 크게들 놀라보시지!|keroro
keroro/426.wav|그거야 물어보나 마나 뻔하잖아. 모처럼 여기까지 왔는데 온천에 몸 좀 담그고 가야지.|keroro
keroro/417.wav|그럼 다수결의 원칙에 따라서 지금 당장 본 작전을 실행에 옮기겠다.|keroro
keroro/297.wav|오 좀 더 어른스러운 몸매가 되면 우주 도령과 친밀도가 높아진단 말이냐?|keroro
keroro/62.wav|걱정 마십쇼! 안티베리어 작동은 완벽하니까요! 우리 모습은 우주도령이나 한별이 아씨 외에|keroro
keroro/104.wav|이런 분위기 어때? 기로로 네가 뭘 모르나 본데.|keroro
keroro/10.wav|우리 소대가 적을 물리 치고 승리했구나! 침략작전 대성공!|keroro
keroro/57.wav|정말이지 아주 잘했다! 저도 한때는 진짜로 퍼렁별을 박살내는 줄 알고 가슴이 철렁했다고요!|keroro
keroro/238.wav|온 운하가 개구리의 자식은 개구리라고 깔봤던 우주에서 가장 중사다운 사나이셨지.|keroro
keroro/26.wav|이거 분명히 뭔가 잘못된 거야! 타마마가 대장이라니 말이 돼!|keroro
keroro/110.wav|케로 케로 케로 케로 케로 케로 케로 케로 불에 뛰어든 나방 같은 녀석이군 우리 케론 군의 아지트에 겁도 없이 쳐들어오다니 말이야|keroro
keroro/232.wav|케로로의 아버지가 오신다 편과 온천으로 고고고 편으로 우리 아버지의 정체를 알게 되실 겁니다. 케케로|keroro
keroro/17.wav|우주 도령! 맘대로 돌아다녀서 정말 정말 죄송합니다!|keroro
keroro/244.wav|케로 지금은 수단 방법을 가릴 때가 아니다.|keroro
keroro/353.wav|고장 안 나서 정말 다행이다.|keroro
keroro/455.wav|케로 케로 케로 케로 케로 자 그럼 일단 한번 보시라니까요|keroro
keroro/69.wav|난리나겠지 아마 케로오옹 벌을 받게 되는 건가? 아 맞아요 맞아 그게 바로 정답이에요|keroro
keroro/458.wav|에? 아 하는 수 없죠. 그럼 이건 어때요?|keroro
keroro/146.wav|난 참 어디까지 읽었는지 또 헷갈리게 생겼잖아|keroro
keroro/71.wav|케로볼의 간단 수리 기능이라... 그러고 보니 그런 기능도 있었던 것 같군.|keroro
keroro/83.wav|가짜라니! 그게 무슨 소리야! 난 여기 별이 있다고!|keroro
keroro/143.wav|어랏 어라 어라 어라 어라 어라 어라 어라 아잇 뭐야 꿈이였잖아 케로케로리|keroro
keroro/162.wav|아 그거 기로로하고 한별이 아씨가 친해지길 바라는 나의 작은 선물이라고나 할까.|keroro
keroro/165.wav|어험! 그럼 읊어보도록 하지! 연인들의 시간, 그것은 마치 포근한 봄날의 민들레 홀씨처럼...|keroro
keroro/442.wav|케로!!! 이게 없으면 건담 프라모델을 사러 갈 수 없다구요!!!|keroro
keroro/337.wav|아 저기 잠깐 얘기 상대 좀 되줄래요? 그래요! 얘기하면서 추위하고 배고픔 좀 잊게요|keroro
keroro/253.wav|엄하고 무섭고 강하고 다정하고 그리고 누구보다 중사다운 사나이십니다.|keroro
keroro/133.wav|이 순간부터 내가 이 집을 지배한다.|keroro
keroro/394.wav|케로로의 돌아가고 싶어 돌아갈 수 없어 입니다|keroro
keroro/160.wav|그 순간 한별이 아씨를 구해줄 빨간 도깨비가 나타나는 거야. 여기까지의 줄거리는 동화하고 똑같다. 하지만 여기서부터는 다르다.|keroro
keroro/153.wav|모두의 힘을 나한테 조금씩만 나눠줘! 부탁이야!|keroro
keroro/43.wav|그럼 스모모! 이 퍼렁별에서도 콘서트 하는 거죠?|keroro
keroro/277.wav|케로 케로 케로 케로 케로 케로 에휴 그치만 날걸로 먹을 수 없잖아|keroro
keroro/87.wav|친구인 나한테 맡겨라, 556! 너한테 맞는 걸 찾아냈다 아니, 너밖에 할 수 없는 일을 말이야|keroro
keroro/268.wav|그 그렇다 준비한 영상을 쿠루루 상사.|keroro
keroro/400.wav|전 우주 통틀어서 100대밖에 없는 희귀한 모델이지!|keroro
keroro/70.wav|잘 알았습니다 으 으악! 으아이고 다행이다 꿈이었어|keroro
keroro/114.wav|이거라면 아무 불만 없겠지? 저, 556이라고 했나? 이것이 네 녀석의 무덤이 될 것이다!|keroro
keroro/1.wav|마님도 인정하신 어엿한 어른이라고요!|keroro
keroro/333.wav|그러는 당신은 모쟈란 별인? 기다려요 날 버리고 가지 마세요|keroro
keroro/73.wav|이 근처에 있을 텐데 케로 케로 케로 아 그럼 그렇지|keroro
keroro/202.wav|그래도 건담 프라모델은 고쳐놔야겠지? 틀림없이 이번엔 잘 될 거|keroro
keroro/371.wav|그럼 얘기는 들었으니까 오늘은 여기까지|keroro
keroro/254.wav|중사로서 살아가는 법, 중사로서의 긍지, 중사로서의 마음가짐|keroro
keroro/264.wav|두고보세요 아버지! 저는 언젠가 반드시 이 퍼렁별을 멋지게 정복하고 말겠습니다!|keroro
keroro/180.wav|케로로의 일치단결 운동회를 침략하라! 입니다.|keroro
keroro/178.wav|좋았어! 이제 우주도령의 집은 철벽요새가 됐다! 케로 케로 케로 케로 케로 케로|keroro
